date,datatype,value,attributes,station
2005-01-01T00:00:00,FZF6,-2.2,"0,0422",GHCND:USW00014764
2005-01-01T00:00:00,FZF7,-6.7,"0,0327",GHCND:USW00014764
2005-01-01T00:00:00,FZF8,-6.7,"0,0327",GHCND:USW00014764
2005-01-01T00:00:00,FZF9,-10.6,"0,0314",GHCND:USW00014764
2005-01-01T00:00:00,HDSD,4105.7,7,GHCND:USW00014764
2005-01-01T00:00:00,HTDD,4105.7,0,GHCND:USW00014764
2005-01-01T00:00:00,PRCP,1687.2," ,0",GHCND:USW00014764
2005-01-01T00:00:00,SNOW,2947," ,0",GHCND:USW00014764
2005-01-01T00:00:00,TAVG,7.93,0,GHCND:USW00014764
2005-01-01T00:00:00,TMAX,12.87,0,GHCND:USW00014764
2005-01-01T00:00:00,TMIN,2.99,0,GHCND:USW00014764
2005-01-01T00:00:00,WDF2,310,X,GHCND:USW00014764
2005-01-01T00:00:00,WDF5,320,X,GHCND:USW00014764
2005-01-01T00:00:00,WSF2,17.9,X,GHCND:USW00014764
2005-01-01T00:00:00,WSF5,23.7,X,GHCND:USW00014764
2006-01-01T00:00:00,AWND,3.3,W,GHCND:USW00014764
2006-01-01T00:00:00,CDSD,227.6,,GHCND:USW00014764
2006-01-01T00:00:00,CLDD,227.6,0,GHCND:USW00014764
2006-01-01T00:00:00,DP01,139,0,GHCND:USW00014764
2006-01-01T00:00:00,DP10,93,0,GHCND:USW00014764
2006-01-01T00:00:00,DP1X,15,0,GHCND:USW00014764
2006-01-01T00:00:00,DSND,31,,GHCND:USW00014764
2006-01-01T00:00:00,DSNW,8,0,GHCND:USW00014764
2006-01-01T00:00:00,DT00,0,0,GHCND:USW00014764
2006-01-01T00:00:00,DT32,133,0,GHCND:USW00014764
2006-01-01T00:00:00,DX32,30,0,GHCND:USW00014764
2006-01-01T00:00:00,DX70,102,0,GHCND:USW00014764
2006-01-01T00:00:00,DX90,3,0,GHCND:USW00014764
2006-01-01T00:00:00,DYFG,180, ,GHCND:USW00014764
2006-01-01T00:00:00,DYHF,50, ,GHCND:USW00014764
2006-01-01T00:00:00,DYTS,18, ,GHCND:USW00014764
2006-01-01T00:00:00,EMNT,-17.2,"0,0227, ",GHCND:USW00014764
2006-01-01T00:00:00,EMSD,152," ,0,0213, ",GHCND:USW00014764
2006-01-01T00:00:00,EMSN,147," ,0,0212, ",GHCND:USW00014764
2006-01-01T00:00:00,EMXP,86.6," ,0,0502, ",GHCND:USW00014764
2006-01-01T00:00:00,EMXT,35,"0,0802, ",GHCND:USW00014764
2006-01-01T00:00:00,FZF0,-1.7,"0,1014",GHCND:USW00014764
2006-01-01T00:00:00,FZF1,-2.8,"0,1022",GHCND:USW00014764
2006-01-01T00:00:00,FZF2,-5,"0,1104",GHCND:USW00014764
2006-01-01T00:00:00,FZF3,-6.7,"0,1121",GHCND:USW00014764
2006-01-01T00:00:00,FZF4,-11.1,"0,1208",GHCND:USW00014764
2006-01-01T00:00:00,FZF5,-1.7,"0,0430",GHCND:USW00014764
2006-01-01T00:00:00,FZF6,-2.8,"0,0426",GHCND:USW00014764
2006-01-01T00:00:00,FZF7,-6.7,"0,0321",GHCND:USW00014764
2006-01-01T00:00:00,FZF8,-6.7,"0,0321",GHCND:USW00014764
2006-01-01T00:00:00,FZF9,-8.9,"0,0320",GHCND:USW00014764
2006-01-01T00:00:00,HDSD,3647.5,5,GHCND:USW00014764
2006-01-01T00:00:00,HTDD,3647.5,0,GHCND:USW00014764
2006-01-01T00:00:00,PRCP,1546.7," ,0",GHCND:USW00014764
2006-01-01T00:00:00,SNOW,743," ,0",GHCND:USW00014764
2006-01-01T00:00:00,TAVG,9.17,0,GHCND:USW00014764
2006-01-01T00:00:00,TMAX,14.07,0,GHCND:USW00014764
2006-01-01T00:00:00,TMIN,4.27,0,GHCND:USW00014764
2006-01-01T00:00:00,WDF2,280,X,GHCND:USW00014764
2006-01-01T00:00:00,WDF5,280,X,GHCND:USW00014764
2006-01-01T00:00:00,WSF2,19.7,X,GHCND:USW00014764
2006-01-01T00:00:00,WSF5,25,X,GHCND:USW00014764
2007-01-01T00:00:00,AWND,3.2,W,GHCND:USW00014764
2007-01-01T00:00:00,CDSD,209.1,,GHCND:USW00014764
2007-01-01T00:00:00,CLDD,209.1,0,GHCND:USW00014764
2007-01-01T00:00:00,DP01,122,0,GHCND:USW00014764
2007-01-01T00:00:00,DP10,75,0,GHCND:USW00014764
2007-01-01T00:00:00,DP1X,11,0,GHCND:USW00014764
2007-01-01T00:00:00,DSND,98,,GHCND:USW00014764
2007-01-01T00:00:00,DSNW,18,0,GHCND:USW00014764
2007-01-01T00:00:00,DT00,8,0,GHCND:USW00014764
2007-01-01T00:00:00,DT32,149,0,GHCND:USW00014764
2007-01-01T00:00:00,DX32,59,0,GHCND:USW00014764
2007-01-01T00:00:00,DX70,113,0,GHCND:USW00014764
2007-01-01T00:00:00,DX90,7,0,GHCND:USW00014764
2007-01-01T00:00:00,DYFG,170, ,GHCND:USW00014764
2007-01-01T00:00:00,DYHF,46, ,GHCND:USW00014764
2007-01-01T00:00:00,DYTS,17, ,GHCND:USW00014764
2007-01-01T00:00:00,EMNT,-21.7,"0,0127, ",GHCND:USW00014764
2007-01-01T00:00:00,EMSD,406," ,0,1222,+",GHCND:USW00014764
2007-01-01T00:00:00,EMSN,251," ,0,0214, ",GHCND:USW00014764
2007-01-01T00:00:00,EMXP,99.3," ,0,1012, ",GHCND:USW00014764
2007-01-01T00:00:00,EMXT,34.4,"0,0627,+",GHCND:USW00014764
2007-01-01T00:00:00,FZF0,0,"0,1017",GHCND:USW00014764
2007-01-01T00:00:00,FZF1,-2.2,"0,1029",GHCND:USW00014764
2007-01-01T00:00:00,FZF2,-4.4,"0,1112",GHCND:USW00014764
2007-01-01T00:00:00,FZF3,-7.2,"0,1118",GHCND:USW00014764
2007-01-01T00:00:00,FZF4,-10,"0,1124",GHCND:USW00014764
2007-01-01T00:00:00,FZF5,-1.1,"0,0426",GHCND:USW00014764
2007-01-01T00:00:00,FZF6,-2.2,"0,0412",GHCND:USW00014764
2007-01-01T00:00:00,FZF7,-4.4,"0,0411",GHCND:USW00014764
2007-01-01T00:00:00,FZF8,-8.9,"0,0321",GHCND:USW00014764
2007-01-01T00:00:00,FZF9,-8.9,"0,0321",GHCND:USW00014764
2007-01-01T00:00:00,HDSD,3833.4,4,GHCND:USW00014764
2007-01-01T00:00:00,HTDD,3833.4,0,GHCND:USW00014764
2007-01-01T00:00:00,PRCP,1191.3," ,0",GHCND:USW00014764
2007-01-01T00:00:00,SNOW,2265," ,0",GHCND:USW00014764
2007-01-01T00:00:00,TAVG,7.8,0,GHCND:USW00014764
2007-01-01T00:00:00,TMAX,12.93,0,GHCND:USW00014764
2007-01-01T00:00:00,TMIN,2.67,0,GHCND:USW00014764
2007-01-01T00:00:00,WDF2,70,X,GHCND:USW00014764
2007-01-01T00:00:00,WDF5,70,X,GHCND:USW00014764
2007-01-01T00:00:00,WSF2,19.2,X,GHCND:USW00014764
2007-01-01T00:00:00,WSF5,26.4,X,GHCND:USW00014764
2008-01-01T00:00:00,AWND,3,W,GHCND:USW00014764
2008-01-01T00:00:00,CDSD,173.1,,GHCND:USW00014764
2008-01-01T00:00:00,CLDD,173.1,0,GHCND:USW00014764
2008-01-01T00:00:00,DP01,137,0,GHCND:USW00014764
2008-01-01T00:00:00,DP10,94,0,GHCND:USW00014764
2008-01-01T00:00:00,DP1X,19,0,GHCND:USW00014764
2008-01-01T00:00:00,DSND,95,,GHCND:USW00014764
2008-01-01T00:00:00,DSNW,20,0,GHCND:USW00014764
2008-01-01T00:00:00,DT00,5,0,GHCND:USW00014764
2008-01-01T00:00:00,DT32,152,0,GHCND:USW00014764
2008-01-01T00:00:00,DX32,39,0,GHCND:USW00014764
2008-01-01T00:00:00,DX70,102,0,GHCND:USW00014764
2008-01-01T00:00:00,DX90,0,0,GHCND:USW00014764
2008-01-01T00:00:00,DYFG,194, ,GHCND:USW00014764
2008-01-01T00:00:00,DYHF,55, ,GHCND:USW00014764
2008-01-01T00:00:00,DYTS,23, ,GHCND:USW00014764
2008-01-01T00:00:00,EMNT,-20.6,"0,0104, ",GHCND:USW00014764
2008-01-01T00:00:00,EMSD,508," ,0,1223,+",GHCND:USW00014764
2008-01-01T00:00:00,EMSN,368," ,0,1221, ",GHCND:USW00014764
2008-01-01T00:00:00,EMXP,96.3," ,0,0906, ",GHCND:USW00014764
2008-01-01T00:00:00,EMXT,31.1,"0,0904, ",GHCND:USW00014764
2008-01-01T00:00:00,FZF0,-0.6,"0,1018",GHCND:USW00014764
2008-01-01T00:00:00,FZF1,-2.2,"0,1023",GHCND:USW00014764
2008-01-01T00:00:00,FZF2,-4.4,"0,1102",GHCND:USW00014764
2008-01-01T00:00:00,FZF3,-6.7,"0,1119",GHCND:USW00014764
2008-01-01T00:00:00,FZF4,-10,"0,1120",GHCND:USW00014764
2008-01-01T00:00:00,FZF5,0,"0,0502",GHCND:USW00014764
2008-01-01T00:00:00,FZF6,-2.2,"0,0416",GHCND:USW00014764
2008-01-01T00:00:00,FZF7,-7.2,"0,0330",GHCND:USW00014764
2008-01-01T00:00:00,FZF8,-7.2,"0,0330",GHCND:USW00014764
2008-01-01T00:00:00,FZF9,-11.1,"0,0311",GHCND:USW00014764
2008-01-01T00:00:00,HDSD,3876.7,7,GHCND:USW00014764
2008-01-01T00:00:00,HTDD,3876.7,0,GHCND:USW00014764
2008-01-01T00:00:00,PRCP,1556," ,0",GHCND:USW00014764
2008-01-01T00:00:00,SNOW,2324," ,0",GHCND:USW00014764
2008-01-01T00:00:00,TAVG,8.21,0,GHCND:USW00014764
2008-01-01T00:00:00,TMAX,13.23,0,GHCND:USW00014764
2008-01-01T00:00:00,TMIN,3.2,0,GHCND:USW00014764
2008-01-01T00:00:00,WDF2,110,X,GHCND:USW00014764
2008-01-01T00:00:00,WDF5,90,X,GHCND:USW00014764
2008-01-01T00:00:00,WSF2,17.4,X,GHCND:USW00014764
2008-01-01T00:00:00,WSF5,23.2,X,GHCND:USW00014764
2009-01-01T00:00:00,AWND,3.1,W,GHCND:USW00014764
2009-01-01T00:00:00,CDSD,162.1,,GHCND:USW00014764
2009-01-01T00:00:00,CLDD,162.1,0,GHCND:USW00014764
2009-01-01T00:00:00,DP01,136,0,GHCND:USW00014764
2009-01-01T00:00:00,DP10,81,0,GHCND:USW00014764
2009-01-01T00:00:00,DP1X,19,0,GHCND:USW00014764
2009-01-01T00:00:00,DSND,80,,GHCND:USW00014764
2009-01-01T00:00:00,DSNW,16,0,GHCND:USW00014764
2009-01-01T00:00:00,DT00,10,0,GHCND:USW00014764
2009-01-01T00:00:00,DT32,139,0,GHCND:USW00014764
2009-01-01T00:00:00,DX32,48,0,GHCND:USW00014764
2009-01-01T00:00:00,DX70,95,0,GHCND:USW00014764
2009-01-01T00:00:00,DX90,4,0,GHCND:USW00014764
2009-01-01T00:00:00,DYFG,180, ,GHCND:USW00014764
2009-01-01T00:00:00,DYHF,49, ,GHCND:USW00014764
2009-01-01T00:00:00,DYTS,11, ,GHCND:USW00014764
2009-01-01T00:00:00,EMNT,-26.7,"0,0116, ",GHCND:USW00014764
2009-01-01T00:00:00,EMSD,406," ,0,0129, ",GHCND:USW00014764
2009-01-01T00:00:00,EMSN,292," ,0,0118, ",GHCND:USW00014764
2009-01-01T00:00:00,EMXP,127.8," ,0,1114, ",GHCND:USW00014764
2009-01-01T00:00:00,EMXT,33.3,"0,0428, ",GHCND:USW00014764
2009-01-01T00:00:00,FZF0,0,"0,1011",GHCND:USW00014764
2009-01-01T00:00:00,FZF1,-2.2,"0,1017",GHCND:USW00014764
2009-01-01T00:00:00,FZF2,-5,"0,1119",GHCND:USW00014764
2009-01-01T00:00:00,FZF3,-6.7,"0,1212",GHCND:USW00014764
2009-01-01T00:00:00,FZF4,-8.9,"0,1213",GHCND:USW00014764
2009-01-01T00:00:00,FZF5,0,"0,0430",GHCND:USW00014764
2009-01-01T00:00:00,FZF6,-2.2,"0,0420",GHCND:USW00014764
2009-01-01T00:00:00,FZF7,-5,"0,0326",GHCND:USW00014764
2009-01-01T00:00:00,FZF8,-6.7,"0,0323",GHCND:USW00014764
2009-01-01T00:00:00,FZF9,-10.6,"0,0313",GHCND:USW00014764
2009-01-01T00:00:00,HDSD,3976.5,5,GHCND:USW00014764
2009-01-01T00:00:00,HTDD,3976.5,0,GHCND:USW00014764
2009-01-01T00:00:00,PRCP,1489.5," ,0",GHCND:USW00014764
2009-01-01T00:00:00,SNOW,1722," ,0",GHCND:USW00014764
2009-01-01T00:00:00,TAVG,7.83,0,GHCND:USW00014764
2009-01-01T00:00:00,TMAX,12.85,0,GHCND:USW00014764
2009-01-01T00:00:00,TMIN,2.82,0,GHCND:USW00014764
2009-01-01T00:00:00,WDF2,290,X,GHCND:USW00014764
2009-01-01T00:00:00,WSF2,16.1,X,GHCND:USW00014764
2010-01-01T00:00:00,AWND,3.4,W,GHCND:USW00014764
2010-01-01T00:00:00,CDSD,299.6,,GHCND:USW00014764
2010-01-01T00:00:00,CLDD,299.6,0,GHCND:USW00014764
2010-01-01T00:00:00,DP01,116,0,GHCND:USW00014764
2010-01-01T00:00:00,DP10,73,0,GHCND:USW00014764
2010-01-01T00:00:00,DP1X,16,0,GHCND:USW00014764
2010-01-01T00:00:00,DSND,44,,GHCND:USW00014764
2010-01-01T00:00:00,DSNW,10,0,GHCND:USW00014764
2010-01-01T00:00:00,DT00,1,0,GHCND:USW00014764
2010-01-01T00:00:00,DT32,129,0,GHCND:USW00014764
2010-01-01T00:00:00,DX32,31,0,GHCND:USW00014764
2010-01-01T00:00:00,DX70,119,0,GHCND:USW00014764
2010-01-01T00:00:00,DX90,10,0,GHCND:USW00014764
2010-01-01T00:00:00,DYFG,154, ,GHCND:USW00014764
2010-01-01T00:00:00,DYHF,32, ,GHCND:USW00014764
2010-01-01T00:00:00,DYTS,10, ,GHCND:USW00014764
2010-01-01T00:00:00,EMNT,-18.3,"0,0110, ",GHCND:USW00014764
2010-01-01T00:00:00,EMSD,305," ,0,0120, ",GHCND:USW00014764
2010-01-01T00:00:00,EMSN,188," ,0,0118, ",GHCND:USW00014764
2010-01-01T00:00:00,EMXP,97.3," ,0,0225, ",GHCND:USW00014764
2010-01-01T00:00:00,EMXT,35,"0,0706, ",GHCND:USW00014764
2010-01-01T00:00:00,FZF0,0,"0,1010",GHCND:USW00014764
2010-01-01T00:00:00,FZF1,-2.2,"0,1102",GHCND:USW00014764
2010-01-01T00:00:00,FZF2,-4.4,"0,1103",GHCND:USW00014764
2010-01-01T00:00:00,FZF3,-6.7,"0,1129",GHCND:USW00014764
2010-01-01T00:00:00,FZF4,-11.7,"0,1209",GHCND:USW00014764
2010-01-01T00:00:00,FZF5,-1.7,"0,0511",GHCND:USW00014764
2010-01-01T00:00:00,FZF6,-7.2,"0,0327",GHCND:USW00014764
2010-01-01T00:00:00,FZF7,-7.2,"0,0327",GHCND:USW00014764
2010-01-01T00:00:00,FZF8,-7.2,"0,0327",GHCND:USW00014764
2010-01-01T00:00:00,FZF9,-10,"0,0208",GHCND:USW00014764
2010-01-01T00:00:00,HDSD,3544.2,2,GHCND:USW00014764
2010-01-01T00:00:00,HTDD,3544.2,0,GHCND:USW00014764
2010-01-01T00:00:00,PRCP,1334.5," ,0",GHCND:USW00014764
2010-01-01T00:00:00,SNOW,930," ,0",GHCND:USW00014764
2010-01-01T00:00:00,TAVG,9.56,0,GHCND:USW00014764
2010-01-01T00:00:00,TMAX,14.64,0,GHCND:USW00014764
2010-01-01T00:00:00,TMIN,4.47,0,GHCND:USW00014764
2010-01-01T00:00:00,WDF2,360,X,GHCND:USW00014764
2010-01-01T00:00:00,WSF2,21.9,X,GHCND:USW00014764
2011-01-01T00:00:00,AWND,3.4,W,GHCND:USW00014764
2011-01-01T00:00:00,CDSD,241.3,,GHCND:USW00014764
2011-01-01T00:00:00,CLDD,241.3,X,GHCND:USW00014764
2011-01-01T00:00:00,DP01,139,X,GHCND:USW00014764
2011-01-01T00:00:00,DP10,91,X,GHCND:USW00014764
2011-01-01T00:00:00,DP1X,14,X,GHCND:USW00014764
2011-01-01T00:00:00,DSND,88,,GHCND:USW00014764
2011-01-01T00:00:00,DSNW,18,W,GHCND:USW00014764
2011-01-01T00:00:00,DT00,7,X,GHCND:USW00014764
2011-01-01T00:00:00,DT32,134,X,GHCND:USW00014764
2011-01-01T00:00:00,DX32,37,X,GHCND:USW00014764
2011-01-01T00:00:00,DX70,106,X,GHCND:USW00014764
2011-01-01T00:00:00,DX90,5,X,GHCND:USW00014764
2011-01-01T00:00:00,DYFG,188, ,GHCND:USW00014764
2011-01-01T00:00:00,DYHF,51, ,GHCND:USW00014764
2011-01-01T00:00:00,DYTS,20, ,GHCND:USW00014764
2011-01-01T00:00:00,EMNT,-25,"X,0124, ",GHCND:USW00014764
2011-01-01T00:00:00,EMSD,584," ,W,0228,+",GHCND:USW00014764
2011-01-01T00:00:00,EMSN,330," ,W,0112, ",GHCND:USW00014764
2011-01-01T00:00:00,EMXP,63.2," ,X,0729, ",GHCND:USW00014764
2011-01-01T00:00:00,EMXT,37.8,"X,0722, ",GHCND:USW00014764
2011-01-01T00:00:00,FZF0,0,"X,1007",GHCND:USW00014764
2011-01-01T00:00:00,FZF1,-2.8,"X,1029",GHCND:USW00014764
2011-01-01T00:00:00,FZF2,-4.4,"X,1106",GHCND:USW00014764
2011-01-01T00:00:00,FZF3,-7.2,"X,1211",GHCND:USW00014764
2011-01-01T00:00:00,FZF4,-11.7,"X,1218",GHCND:USW00014764
2011-01-01T00:00:00,FZF5,-0.6,"X,0423",GHCND:USW00014764
2011-01-01T00:00:00,FZF6,-3.3,"X,0416",GHCND:USW00014764
2011-01-01T00:00:00,FZF7,-4.4,"X,0408",GHCND:USW00014764
2011-01-01T00:00:00,FZF8,-7.2,"X,0326",GHCND:USW00014764
2011-01-01T00:00:00,FZF9,-18.3,"X,0304",GHCND:USW00014764
2011-01-01T00:00:00,HDSD,3904.1,1,GHCND:USW00014764
2011-01-01T00:00:00,HTDD,3904.1,X,GHCND:USW00014764
2011-01-01T00:00:00,PRCP,1316," ,X",GHCND:USW00014764
2011-01-01T00:00:00,SNOW,1883," ,W",GHCND:USW00014764
2011-01-01T00:00:00,TAVG,8.76,X,GHCND:USW00014764
2011-01-01T00:00:00,TMAX,13.74,X,GHCND:USW00014764
2011-01-01T00:00:00,TMIN,3.79,X,GHCND:USW00014764
2011-01-01T00:00:00,WDF2,160,X,GHCND:USW00014764
2011-01-01T00:00:00,WSF2,17.9,X,GHCND:USW00014764
2012-01-01T00:00:00,AWND,3.2,X,GHCND:USW00014764
2012-01-01T00:00:00,CDSD,263.7,,GHCND:USW00014764
2012-01-01T00:00:00,CLDD,263.7,X,GHCND:USW00014764
2012-01-01T00:00:00,DP01,141,X,GHCND:USW00014764
2012-01-01T00:00:00,DP10,81,X,GHCND:USW00014764
2012-01-01T00:00:00,DP1X,12,X,GHCND:USW00014764
2012-01-01T00:00:00,DSND,52,,GHCND:USW00014764
2012-01-01T00:00:00,DSNW,12,X,GHCND:USW00014764
2012-01-01T00:00:00,DT00,3,X,GHCND:USW00014764
2012-01-01T00:00:00,DT32,139,X,GHCND:USW00014764
2012-01-01T00:00:00,DX32,26,X,GHCND:USW00014764
2012-01-01T00:00:00,DX70,111,X,GHCND:USW00014764
2012-01-01T00:00:00,DX90,4,X,GHCND:USW00014764
2012-01-01T00:00:00,DYFG,131, ,GHCND:USW00014764
2012-01-01T00:00:00,DYHF,33, ,GHCND:USW00014764
2012-01-01T00:00:00,DYTS,10, ,GHCND:USW00014764
2012-01-01T00:00:00,EMNT,-20,"X,0116, ",GHCND:USW00014764
2012-01-01T00:00:00,EMSD,305," ,X,1230, ",GHCND:USW00014764
2012-01-01T00:00:00,EMSN,330," ,X,0301, ",GHCND:USW00014764
2012-01-01T00:00:00,EMXP,92.2," ,X,0602, ",GHCND:USW00014764
2012-01-01T00:00:00,EMXT,33.9,"X,0620, ",GHCND:USW00014764
2012-01-01T00:00:00,FZF0,-1.7,"X,1013",GHCND:USW00014764
2012-01-01T00:00:00,FZF1,-2.8,"X,1105",GHCND:USW00014764
2012-01-01T00:00:00,FZF2,-4.4,"X,1118",GHCND:USW00014764
2012-01-01T00:00:00,FZF3,-6.7,"X,1130",GHCND:USW00014764
2012-01-01T00:00:00,FZF4,-9.4,"X,1226",GHCND:USW00014764
2012-01-01T00:00:00,FZF5,-1.1,"X,0430",GHCND:USW00014764
2012-01-01T00:00:00,FZF6,-2.8,"X,0407",GHCND:USW00014764
2012-01-01T00:00:00,FZF7,-5,"X,0401",GHCND:USW00014764
2012-01-01T00:00:00,FZF8,-6.7,"X,0307",GHCND:USW00014764
2012-01-01T00:00:00,FZF9,-10,"X,0306",GHCND:USW00014764
2012-01-01T00:00:00,HDSD,3325.4,4,GHCND:USW00014764
2012-01-01T00:00:00,HTDD,3325.4,X,GHCND:USW00014764
2012-01-01T00:00:00,PRCP,1384.6," ,X",GHCND:USW00014764
2012-01-01T00:00:00,SNOW,1599," ,X",GHCND:USW00014764
2012-01-01T00:00:00,TAVG,9.54,X,GHCND:USW00014764
2012-01-01T00:00:00,TMAX,14.49,X,GHCND:USW00014764
2012-01-01T00:00:00,TMIN,4.6,X,GHCND:USW00014764
2012-01-01T00:00:00,WDF2,70,X,GHCND:USW00014764
2012-01-01T00:00:00,WSF2,19.2,X,GHCND:USW00014764
2013-01-01T00:00:00,AWND,3.4,W,GHCND:USW00014764
2013-01-01T00:00:00,CDSD,244.2,,GHCND:USW00014764
2013-01-01T00:00:00,CLDD,244.2,W,GHCND:USW00014764
2013-01-01T00:00:00,DP01,131,W,GHCND:USW00014764
2013-01-01T00:00:00,DP10,81,W,GHCND:USW00014764
2013-01-01T00:00:00,DP1X,11,W,GHCND:USW00014764
2013-01-01T00:00:00,DSND,97,,GHCND:USW00014764
2013-01-01T00:00:00,DSNW,16,W,GHCND:USW00014764
2013-01-01T00:00:00,DT00,4,W,GHCND:USW00014764
2013-01-01T00:00:00,DT32,151,W,GHCND:USW00014764
2013-01-01T00:00:00,DX32,41,W,GHCND:USW00014764
2013-01-01T00:00:00,DX70,102,W,GHCND:USW00014764
2013-01-01T00:00:00,DX90,10,W,GHCND:USW00014764
2013-01-01T00:00:00,DYFG,105, ,GHCND:USW00014764
2013-01-01T00:00:00,DYHF,11, ,GHCND:USW00014764
2013-01-01T00:00:00,DYTS,2, ,GHCND:USW00014764
2013-01-01T00:00:00,EMNT,-21,"W,1217, ",GHCND:USW00014764
2013-01-01T00:00:00,EMSD,533," ,W,0209, ",GHCND:USW00014764
2013-01-01T00:00:00,EMSN,422," ,W,0209, ",GHCND:USW00014764
2013-01-01T00:00:00,EMXP,63," ,W,1127, ",GHCND:USW00014764
2013-01-01T00:00:00,EMXT,35,"W,0719, ",GHCND:USW00014764
2013-01-01T00:00:00,FZF0,-0.5,"W,1025",GHCND:USW00014764
2013-01-01T00:00:00,FZF1,-3.2,"W,1026",GHCND:USW00014764
2013-01-01T00:00:00,FZF2,-5.5,"W,1104",GHCND:USW00014764
2013-01-01T00:00:00,FZF3,-8.2,"W,1113",GHCND:USW00014764
2013-01-01T00:00:00,FZF4,-9.9,"W,1129",GHCND:USW00014764
2013-01-01T00:00:00,FZF5,0,"W,0501",GHCND:USW00014764
2013-01-01T00:00:00,FZF6,-3.8,"W,0407",GHCND:USW00014764
2013-01-01T00:00:00,FZF7,-4.4,"X,0323",GHCND:USW00014764
2013-01-01T00:00:00,FZF8,-7.2,"X,0320",GHCND:USW00014764
2013-01-01T00:00:00,FZF9,-10.6,"X,0318",GHCND:USW00014764
2013-01-01T00:00:00,HDSD,3694,0,GHCND:USW00014764
2013-01-01T00:00:00,HTDD,3694,W,GHCND:USW00014764
2013-01-01T00:00:00,PRCP,1115.4," ,W",GHCND:USW00014764
2013-01-01T00:00:00,SNOW,2469," ,W",GHCND:USW00014764
2013-01-01T00:00:00,TAVG,8.3,W,GHCND:USW00014764
2013-01-01T00:00:00,TMAX,13.24,W,GHCND:USW00014764
2013-01-01T00:00:00,TMIN,3.36,W,GHCND:USW00014764
2013-01-01T00:00:00,WDF2,360,W,GHCND:USW00014764
2013-01-01T00:00:00,WSF2,19.2,W,GHCND:USW00014764
2014-01-01T00:00:00,AWND,3.4,W,GHCND:USW00014764
2014-01-01T00:00:00,CDSD,185.8,,GHCND:USW00014764
2014-01-01T00:00:00,CLDD,185.8,W,GHCND:USW00014764
2014-01-01T00:00:00,DP01,136,W,GHCND:USW00014764
2014-01-01T00:00:00,DP10,87,W,GHCND:USW00014764
2014-01-01T00:00:00,DP1X,13,W,GHCND:USW00014764
2014-01-01T00:00:00,DSND,108,,GHCND:USW00014764
2014-01-01T00:00:00,DSNW,17,W,GHCND:USW00014764
2014-01-01T00:00:00,DT00,9,W,GHCND:USW00014764
2014-01-01T00:00:00,DT32,139,W,GHCND:USW00014764
2014-01-01T00:00:00,DX32,52,W,GHCND:USW00014764
2014-01-01T00:00:00,DX70,108,W,GHCND:USW00014764
2014-01-01T00:00:00,DX90,0,W,GHCND:USW00014764
2014-01-01T00:00:00,DYFG,126, ,GHCND:USW00014764
2014-01-01T00:00:00,DYHF,14, ,GHCND:USW00014764
2014-01-01T00:00:00,DYTS,4, ,GHCND:USW00014764
2014-01-01T00:00:00,EMNT,-25.5,"W,0104, ",GHCND:USW00014764
2014-01-01T00:00:00,EMSD,460," ,W,0220,+",GHCND:USW00014764
2014-01-01T00:00:00,EMSN,234," ,W,0213, ",GHCND:USW00014764
2014-01-01T00:00:00,EMXP,163.3," ,W,0813, ",GHCND:USW00014764
2014-01-01T00:00:00,EMXT,31.1,"W,0827, ",GHCND:USW00014764
2014-01-01T00:00:00,FZF0,0,"W,1103",GHCND:USW00014764
2014-01-01T00:00:00,FZF1,-3.2,"W,1114",GHCND:USW00014764
2014-01-01T00:00:00,FZF2,-5.5,"W,1115",GHCND:USW00014764
2014-01-01T00:00:00,FZF3,-11.6,"W,1129",GHCND:USW00014764
2014-01-01T00:00:00,FZF4,-11.6,"W,1129",GHCND:USW00014764
2014-01-01T00:00:00,FZF5,-2.1,"W,0420",GHCND:USW00014764
2014-01-01T00:00:00,FZF6,-4.3,"W,0418",GHCND:USW00014764
2014-01-01T00:00:00,FZF7,-5.5,"W,0417",GHCND:USW00014764
2014-01-01T00:00:00,FZF8,-8.8,"W,0327",GHCND:USW00014764
2014-01-01T00:00:00,FZF9,-12.7,"W,0325",GHCND:USW00014764
2014-01-01T00:00:00,HDSD,4167.1,1,GHCND:USW00014764
2014-01-01T00:00:00,HTDD,4167.1,W,GHCND:USW00014764
2014-01-01T00:00:00,PRCP,1420.1," ,W",GHCND:USW00014764
2014-01-01T00:00:00,SNOW,1794," ,W",GHCND:USW00014764
2014-01-01T00:00:00,TAVG,8,W,GHCND:USW00014764
2014-01-01T00:00:00,TMAX,12.97,W,GHCND:USW00014764
2014-01-01T00:00:00,TMIN,3.02,W,GHCND:USW00014764
2014-01-01T00:00:00,WDF2,320,W,GHCND:USW00014764
2014-01-01T00:00:00,WDF5,340,W,GHCND:USW00014764
2014-01-01T00:00:00,WSF2,16.5,W,GHCND:USW00014764
2014-01-01T00:00:00,WSF5,22.4,W,GHCND:USW00014764
2015-01-01T00:00:00,AWND,3.3,W,GHCND:USW00014764
2015-01-01T00:00:00,CDSD,264.1,,GHCND:USW00014764
2015-01-01T00:00:00,CLDD,264.1,W,GHCND:USW00014764
2015-01-01T00:00:00,DP01,127,W,GHCND:USW00014764
2015-01-01T00:00:00,DP10,74,W,GHCND:USW00014764
2015-01-01T00:00:00,DP1X,10,W,GHCND:USW00014764
