date,datatype,value,attributes,station
1996-01-01T00:00:00,DT32,145,0,GHCND:USW00014764
1996-01-01T00:00:00,DX32,46,0,GHCND:USW00014764
1996-01-01T00:00:00,DX70,92,0,GHCND:USW00014764
1996-01-01T00:00:00,DX90,0,0,GHCND:USW00014764
1996-01-01T00:00:00,DYFG,212, ,GHCND:USW00014764
1996-01-01T00:00:00,DYHF,72, ,GHCND:USW00014764
1996-01-01T00:00:00,DYTS,14, ,GHCND:USW00014764
1996-01-01T00:00:00,EMNT,-24.4,"0,0205,+",GHCND:USW00014764
1996-01-01T00:00:00,EMXP,298.2," ,0,1021, ",GHCND:USW00014764
1996-01-01T00:00:00,EMXT,30,"0,0718, ",GHCND:USW00014764
1996-01-01T00:00:00,FZF0,-2.2,"0,1005",GHCND:USW00014764
1996-01-01T00:00:00,FZF1,-2.2,"0,1005",GHCND:USW00014764
1996-01-01T00:00:00,FZF2,-5.6,"0,1104",GHCND:USW00014764
1996-01-01T00:00:00,FZF3,-7.2,"0,1113",GHCND:USW00014764
1996-01-01T00:00:00,FZF4,-10,"0,1116",GHCND:USW00014764
1996-01-01T00:00:00,FZF5,-1.1,"0,0429",GHCND:USW00014764
1996-01-01T00:00:00,FZF6,-2.2,"0,0413",GHCND:USW00014764
1996-01-01T00:00:00,FZF7,-5,"0,0331",GHCND:USW00014764
1996-01-01T00:00:00,FZF8,-8.9,"0,0328",GHCND:USW00014764
1996-01-01T00:00:00,FZF9,-8.9,"0,0328",GHCND:USW00014764
1996-01-01T00:00:00,HDSD,4239.5,5,GHCND:USW00014764
1996-01-01T00:00:00,HTDD,4239.5,0,GHCND:USW00014764
1996-01-01T00:00:00,PRCP,1484," ,0",GHCND:USW00014764
1996-01-01T00:00:00,TAVG,7.38,0,GHCND:USW00014764
1996-01-01T00:00:00,TMAX,12.28,0,GHCND:USW00014764
1996-01-01T00:00:00,TMIN,2.47,0,GHCND:USW00014764
1996-01-01T00:00:00,WDF2,310,X,GHCND:USW00014764
1996-01-01T00:00:00,WDF5,290,X,GHCND:USW00014764
1996-01-01T00:00:00,WSF2,18.3,X,GHCND:USW00014764
1996-01-01T00:00:00,WSF5,23.7,X,GHCND:USW00014764
1997-01-01T00:00:00,AWND,3.4,X,GHCND:USW00014764
1997-01-01T00:00:00,CDSD,181.6,,GHCND:USW00014764
1997-01-01T00:00:00,CLDD,181.6,0,GHCND:USW00014764
1997-01-01T00:00:00,DP01,122,0,GHCND:USW00014764
1997-01-01T00:00:00,DP10,81,0,GHCND:USW00014764
1997-01-01T00:00:00,DP1X,6,0,GHCND:USW00014764
1997-01-01T00:00:00,DSNW,22,0,GHCND:USW00014764
1997-01-01T00:00:00,DT00,3,0,GHCND:USW00014764
1997-01-01T00:00:00,DT32,159,0,GHCND:USW00014764
1997-01-01T00:00:00,DX32,40,0,GHCND:USW00014764
1997-01-01T00:00:00,DX70,96,0,GHCND:USW00014764
1997-01-01T00:00:00,DX90,7,0,GHCND:USW00014764
1997-01-01T00:00:00,DYFG,190, ,GHCND:USW00014764
1997-01-01T00:00:00,DYHF,29, ,GHCND:USW00014764
1997-01-01T00:00:00,DYTS,15, ,GHCND:USW00014764
1997-01-01T00:00:00,EMNT,-21.1,"0,0119, ",GHCND:USW00014764
1997-01-01T00:00:00,EMSN,259," ,0,1116, ",GHCND:USW00014764
1997-01-01T00:00:00,EMXP,68.3," ,0,0418, ",GHCND:USW00014764
1997-01-01T00:00:00,EMXT,32.8,"0,0816,+",GHCND:USW00014764
1997-01-01T00:00:00,FZF0,-0.6,"0,1002",GHCND:USW00014764
1997-01-01T00:00:00,FZF1,-2.8,"0,1022",GHCND:USW00014764
1997-01-01T00:00:00,FZF2,-5.6,"0,1023",GHCND:USW00014764
1997-01-01T00:00:00,FZF3,-10,"0,1116",GHCND:USW00014764
1997-01-01T00:00:00,FZF4,-10,"0,1116",GHCND:USW00014764
1997-01-01T00:00:00,FZF5,-1.1,"0,0509",GHCND:USW00014764
1997-01-01T00:00:00,FZF6,-3.3,"0,0416",GHCND:USW00014764
1997-01-01T00:00:00,FZF7,-6.1,"0,0411",GHCND:USW00014764
1997-01-01T00:00:00,FZF8,-7.2,"0,0410",GHCND:USW00014764
1997-01-01T00:00:00,FZF9,-9.4,"0,0325",GHCND:USW00014764
1997-01-01T00:00:00,HDSD,4046.1,1,GHCND:USW00014764
1997-01-01T00:00:00,HTDD,4046.1,0,GHCND:USW00014764
1997-01-01T00:00:00,PRCP,955.6," ,0",GHCND:USW00014764
1997-01-01T00:00:00,SNOW,1671," ,0",GHCND:USW00014764
1997-01-01T00:00:00,TAVG,7.51,0,GHCND:USW00014764
1997-01-01T00:00:00,TMAX,12.73,0,GHCND:USW00014764
1997-01-01T00:00:00,TMIN,2.28,0,GHCND:USW00014764
1997-01-01T00:00:00,WDF2,100,X,GHCND:USW00014764
1997-01-01T00:00:00,WDF5,130,X,GHCND:USW00014764
1997-01-01T00:00:00,WSF2,18.3,X,GHCND:USW00014764
1997-01-01T00:00:00,WSF5,30.8,X,GHCND:USW00014764
1998-01-01T00:00:00,AWND,3.4,X,GHCND:USW00014764
1998-01-01T00:00:00,CDSD,191.7,,GHCND:USW00014764
1998-01-01T00:00:00,CLDD,191.7,0,GHCND:USW00014764
1998-01-01T00:00:00,DP01,116,0,GHCND:USW00014764
1998-01-01T00:00:00,DP10,75,0,GHCND:USW00014764
1998-01-01T00:00:00,DP1X,13,0,GHCND:USW00014764
1998-01-01T00:00:00,DSND,38,,GHCND:USW00014764
1998-01-01T00:00:00,DSNW,9,0,GHCND:USW00014764
1998-01-01T00:00:00,DT00,1,0,GHCND:USW00014764
1998-01-01T00:00:00,DT32,130,0,GHCND:USW00014764
1998-01-01T00:00:00,DX32,28,0,GHCND:USW00014764
1998-01-01T00:00:00,DX70,120,0,GHCND:USW00014764
1998-01-01T00:00:00,DX90,2,0,GHCND:USW00014764
1998-01-01T00:00:00,DYFG,177, ,GHCND:USW00014764
1998-01-01T00:00:00,DYHF,51, ,GHCND:USW00014764
1998-01-01T00:00:00,DYTS,18, ,GHCND:USW00014764
1998-01-01T00:00:00,EMNT,-21.1,"0,1231, ",GHCND:USW00014764
1998-01-01T00:00:00,EMSD,203," ,0,1230, ",GHCND:USW00014764
1998-01-01T00:00:00,EMSN,198," ,0,0116, ",GHCND:USW00014764
1998-01-01T00:00:00,EMXP,142.5," ,0,1010, ",GHCND:USW00014764
1998-01-01T00:00:00,EMXT,33.3,"0,0722, ",GHCND:USW00014764
1998-01-01T00:00:00,FZF0,0,"0,1004",GHCND:USW00014764
1998-01-01T00:00:00,FZF1,-2.8,"0,1027",GHCND:USW00014764
1998-01-01T00:00:00,FZF2,-4.4,"0,1106",GHCND:USW00014764
1998-01-01T00:00:00,FZF3,-8.3,"0,1212",GHCND:USW00014764
1998-01-01T00:00:00,FZF4,-11.7,"0,1223",GHCND:USW00014764
1998-01-01T00:00:00,FZF5,0,"0,0514",GHCND:USW00014764
1998-01-01T00:00:00,FZF6,-2.2,"0,0426",GHCND:USW00014764
1998-01-01T00:00:00,FZF7,-5,"0,0325",GHCND:USW00014764
1998-01-01T00:00:00,FZF8,-7.2,"0,0317",GHCND:USW00014764
1998-01-01T00:00:00,FZF9,-15.6,"0,0313",GHCND:USW00014764
1998-01-01T00:00:00,HDSD,3753.4,4,GHCND:USW00014764
1998-01-01T00:00:00,HTDD,3753.4,0,GHCND:USW00014764
1998-01-01T00:00:00,PRCP,1391.2," ,0",GHCND:USW00014764
1998-01-01T00:00:00,SNOW,1001," ,0",GHCND:USW00014764
1998-01-01T00:00:00,TAVG,9.05,0,GHCND:USW00014764
1998-01-01T00:00:00,TMAX,14.03,0,GHCND:USW00014764
1998-01-01T00:00:00,TMIN,4.07,0,GHCND:USW00014764
1998-01-01T00:00:00,WDF2,280,X,GHCND:USW00014764
1998-01-01T00:00:00,WDF5,280,X,GHCND:USW00014764
1998-01-01T00:00:00,WSF2,25.5,X,GHCND:USW00014764
1998-01-01T00:00:00,WSF5,27.3,X,GHCND:USW00014764
1999-01-01T00:00:00,AWND,3.7,X,GHCND:USW00014764
1999-01-01T00:00:00,CDSD,264.4,,GHCND:USW00014764
1999-01-01T00:00:00,CLDD,264.4,0,GHCND:USW00014764
1999-01-01T00:00:00,DP01,119,0,GHCND:USW00014764
1999-01-01T00:00:00,DP10,73,0,GHCND:USW00014764
1999-01-01T00:00:00,DP1X,10,0,GHCND:USW00014764
1999-01-01T00:00:00,DSND,43,,GHCND:USW00014764
1999-01-01T00:00:00,DSNW,14,0,GHCND:USW00014764
1999-01-01T00:00:00,DT00,5,0,GHCND:USW00014764
1999-01-01T00:00:00,DT32,137,0,GHCND:USW00014764
1999-01-01T00:00:00,DX32,31,0,GHCND:USW00014764
1999-01-01T00:00:00,DX70,110,0,GHCND:USW00014764
1999-01-01T00:00:00,DX90,8,0,GHCND:USW00014764
1999-01-01T00:00:00,DYFG,148, ,GHCND:USW00014764
1999-01-01T00:00:00,DYHF,30, ,GHCND:USW00014764
1999-01-01T00:00:00,DYTS,15, ,GHCND:USW00014764
1999-01-01T00:00:00,EMNT,-25,"0,0102, ",GHCND:USW00014764
1999-01-01T00:00:00,EMSD,254," ,0,0115, ",GHCND:USW00014764
1999-01-01T00:00:00,EMSN,221," ,0,0315, ",GHCND:USW00014764
1999-01-01T00:00:00,EMXP,112.8," ,0,0916, ",GHCND:USW00014764
1999-01-01T00:00:00,EMXT,36.1,"0,0717, ",GHCND:USW00014764
1999-01-01T00:00:00,FZF0,0,"0,1006",GHCND:USW00014764
1999-01-01T00:00:00,FZF1,-3.3,"0,1008",GHCND:USW00014764
1999-01-01T00:00:00,FZF2,-5,"0,1108",GHCND:USW00014764
1999-01-01T00:00:00,FZF3,-7.2,"0,1218",GHCND:USW00014764
1999-01-01T00:00:00,FZF4,-11.1,"0,1219",GHCND:USW00014764
1999-01-01T00:00:00,FZF5,-1.1,"0,0425",GHCND:USW00014764
1999-01-01T00:00:00,FZF6,-3.9,"0,0416",GHCND:USW00014764
1999-01-01T00:00:00,FZF7,-5,"0,0327",GHCND:USW00014764
1999-01-01T00:00:00,FZF8,-6.7,"0,0321",GHCND:USW00014764
1999-01-01T00:00:00,FZF9,-10.6,"0,0310",GHCND:USW00014764
1999-01-01T00:00:00,HDSD,3696.4,4,GHCND:USW00014764
1999-01-01T00:00:00,HTDD,3696.4,0,GHCND:USW00014764
1999-01-01T00:00:00,PRCP,1033.3," ,0",GHCND:USW00014764
1999-01-01T00:00:00,SNOW,1060," ,0",GHCND:USW00014764
1999-01-01T00:00:00,TAVG,8.85,0,GHCND:USW00014764
1999-01-01T00:00:00,TMAX,14.27,0,GHCND:USW00014764
1999-01-01T00:00:00,TMIN,3.43,0,GHCND:USW00014764
1999-01-01T00:00:00,WDF2,110,X,GHCND:USW00014764
1999-01-01T00:00:00,WDF5,300,X,GHCND:USW00014764
1999-01-01T00:00:00,WSF2,18.3,X,GHCND:USW00014764
1999-01-01T00:00:00,WSF5,22.8,X,GHCND:USW00014764
2000-01-01T00:00:00,AWND,3.5,X,GHCND:USW00014764
2000-01-01T00:00:00,CDSD,154.6,,GHCND:USW00014764
2000-01-01T00:00:00,CLDD,154.6,0,GHCND:USW00014764
2000-01-01T00:00:00,DP01,134,0,GHCND:USW00014764
2000-01-01T00:00:00,DP10,74,0,GHCND:USW00014764
2000-01-01T00:00:00,DP1X,9,0,GHCND:USW00014764
2000-01-01T00:00:00,DSNW,11,0,GHCND:USW00014764
2000-01-01T00:00:00,DT00,7,0,GHCND:USW00014764
2000-01-01T00:00:00,DT32,130,0,GHCND:USW00014764
2000-01-01T00:00:00,DX32,47,0,GHCND:USW00014764
2000-01-01T00:00:00,DX70,104,0,GHCND:USW00014764
2000-01-01T00:00:00,DX90,2,0,GHCND:USW00014764
2000-01-01T00:00:00,DYFG,156, ,GHCND:USW00014764
2000-01-01T00:00:00,DYHF,28, ,GHCND:USW00014764
2000-01-01T00:00:00,DYTS,17, ,GHCND:USW00014764
2000-01-01T00:00:00,EMNT,-25,"0,0123, ",GHCND:USW00014764
2000-01-01T00:00:00,EMSN,272," ,0,1230, ",GHCND:USW00014764
2000-01-01T00:00:00,EMXP,56.4," ,0,1217, ",GHCND:USW00014764
2000-01-01T00:00:00,EMXT,32.2,"0,0901,+",GHCND:USW00014764
2000-01-01T00:00:00,FZF0,0,"0,0929",GHCND:USW00014764
2000-01-01T00:00:00,FZF1,-2.2,"0,1023",GHCND:USW00014764
2000-01-01T00:00:00,FZF2,-5,"0,1118",GHCND:USW00014764
2000-01-01T00:00:00,FZF3,-7.8,"0,1123",GHCND:USW00014764
2000-01-01T00:00:00,FZF4,-10.6,"0,1124",GHCND:USW00014764
2000-01-01T00:00:00,FZF5,0,"0,0503",GHCND:USW00014764
2000-01-01T00:00:00,FZF6,-2.2,"0,0501",GHCND:USW00014764
2000-01-01T00:00:00,FZF7,-4.4,"0,0413",GHCND:USW00014764
2000-01-01T00:00:00,FZF8,-6.7,"0,0320",GHCND:USW00014764
2000-01-01T00:00:00,FZF9,-8.9,"0,0319",GHCND:USW00014764
2000-01-01T00:00:00,HDSD,3818.3,3,GHCND:USW00014764
2000-01-01T00:00:00,HTDD,3818.3,0,GHCND:USW00014764
2000-01-01T00:00:00,PRCP,1033.9," ,0",GHCND:USW00014764
2000-01-01T00:00:00,SNOW,1525," ,0",GHCND:USW00014764
2000-01-01T00:00:00,TAVG,7.87,0,GHCND:USW00014764
2000-01-01T00:00:00,TMAX,12.96,0,GHCND:USW00014764
2000-01-01T00:00:00,TMIN,2.77,0,GHCND:USW00014764
2000-01-01T00:00:00,WDF2,130,X,GHCND:USW00014764
2000-01-01T00:00:00,WDF5,130,X,GHCND:USW00014764
2000-01-01T00:00:00,WSF2,17.9,X,GHCND:USW00014764
2000-01-01T00:00:00,WSF5,24.1,X,GHCND:USW00014764
2001-01-01T00:00:00,AWND,3.2,X,GHCND:USW00014764
2001-01-01T00:00:00,CDSD,226,,GHCND:USW00014764
2001-01-01T00:00:00,CLDD,226,0,GHCND:USW00014764
2001-01-01T00:00:00,DP01,116,0,GHCND:USW00014764
2001-01-01T00:00:00,DP10,59,0,GHCND:USW00014764
2001-01-01T00:00:00,DP1X,6,0,GHCND:USW00014764
2001-01-01T00:00:00,DSND,90,,GHCND:USW00014764
2001-01-01T00:00:00,DSNW,19,0,GHCND:USW00014764
2001-01-01T00:00:00,DT00,4,0,GHCND:USW00014764
2001-01-01T00:00:00,DT32,152,0,GHCND:USW00014764
2001-01-01T00:00:00,DX32,38,0,GHCND:USW00014764
2001-01-01T00:00:00,DX70,114,0,GHCND:USW00014764
2001-01-01T00:00:00,DX90,9,0,GHCND:USW00014764
2001-01-01T00:00:00,DYFG,173, ,GHCND:USW00014764
2001-01-01T00:00:00,DYHF,51, ,GHCND:USW00014764
2001-01-01T00:00:00,DYTS,18, ,GHCND:USW00014764
2001-01-01T00:00:00,EMNT,-18.9,"0,0204, ",GHCND:USW00014764
2001-01-01T00:00:00,EMSD,762," ,0,0310, ",GHCND:USW00014764
2001-01-01T00:00:00,EMSN,323," ,0,0205, ",GHCND:USW00014764
2001-01-01T00:00:00,EMXP,85.3," ,0,0322, ",GHCND:USW00014764
2001-01-01T00:00:00,EMXT,35,"0,0809, ",GHCND:USW00014764
2001-01-01T00:00:00,FZF0,0,"0,1008",GHCND:USW00014764
2001-01-01T00:00:00,FZF1,-2.2,"0,1009",GHCND:USW00014764
2001-01-01T00:00:00,FZF2,-4.4,"0,1029",GHCND:USW00014764
2001-01-01T00:00:00,FZF3,-6.7,"0,1113",GHCND:USW00014764
2001-01-01T00:00:00,FZF4,-8.9,"0,1223",GHCND:USW00014764
2001-01-01T00:00:00,FZF5,-0.6,"0,0507",GHCND:USW00014764
2001-01-01T00:00:00,FZF6,-2.2,"0,0429",GHCND:USW00014764
2001-01-01T00:00:00,FZF7,-5,"0,0329",GHCND:USW00014764
2001-01-01T00:00:00,FZF8,-8.3,"0,0326",GHCND:USW00014764
2001-01-01T00:00:00,FZF9,-13.3,"0,0308",GHCND:USW00014764
2001-01-01T00:00:00,HDSD,4080.6,6,GHCND:USW00014764
2001-01-01T00:00:00,HTDD,4080.6,0,GHCND:USW00014764
2001-01-01T00:00:00,PRCP,841.6," ,0",GHCND:USW00014764
2001-01-01T00:00:00,SNOW,2136," ,0",GHCND:USW00014764
2001-01-01T00:00:00,TAVG,8.32,0,GHCND:USW00014764
2001-01-01T00:00:00,TMAX,13.7,0,GHCND:USW00014764
2001-01-01T00:00:00,TMIN,2.95,0,GHCND:USW00014764
2001-01-01T00:00:00,WDF2,280,X,GHCND:USW00014764
2001-01-01T00:00:00,WDF5,290,W,GHCND:USW00014764
2001-01-01T00:00:00,WSF2,19.7,X,GHCND:USW00014764
2001-01-01T00:00:00,WSF5,24.1,W,GHCND:USW00014764
2002-01-01T00:00:00,AWND,3.4,X,GHCND:USW00014764
2002-01-01T00:00:00,CDSD,251.9,,GHCND:USW00014764
2002-01-01T00:00:00,CLDD,251.9,0,GHCND:USW00014764
2002-01-01T00:00:00,DP01,136,0,GHCND:USW00014764
2002-01-01T00:00:00,DP10,84,0,GHCND:USW00014764
2002-01-01T00:00:00,DP1X,13,0,GHCND:USW00014764
2002-01-01T00:00:00,DSND,46,,GHCND:USW00014764
2002-01-01T00:00:00,DSNW,15,0,GHCND:USW00014764
2002-01-01T00:00:00,DT00,1,0,GHCND:USW00014764
2002-01-01T00:00:00,DT32,158,0,GHCND:USW00014764
2002-01-01T00:00:00,DX32,23,0,GHCND:USW00014764
2002-01-01T00:00:00,DX70,100,0,GHCND:USW00014764
2002-01-01T00:00:00,DX90,10,0,GHCND:USW00014764
2002-01-01T00:00:00,DYFG,173, ,GHCND:USW00014764
2002-01-01T00:00:00,DYHF,36, ,GHCND:USW00014764
2002-01-01T00:00:00,DYTS,15, ,GHCND:USW00014764
2002-01-01T00:00:00,EMNT,-19.4,"0,0203, ",GHCND:USW00014764
2002-01-01T00:00:00,EMSD,406," ,0,1226, ",GHCND:USW00014764
2002-01-01T00:00:00,EMSN,318," ,0,1225, ",GHCND:USW00014764
2002-01-01T00:00:00,EMXP,50.8," ,0,1016, ",GHCND:USW00014764
2002-01-01T00:00:00,EMXT,35,"0,0703, ",GHCND:USW00014764
2002-01-01T00:00:00,FZF0,-0.6,"0,1009",GHCND:USW00014764
2002-01-01T00:00:00,FZF1,-2.8,"0,1015",GHCND:USW00014764
2002-01-01T00:00:00,FZF2,-4.4,"0,1022",GHCND:USW00014764
2002-01-01T00:00:00,FZF3,-9.4,"0,1103",GHCND:USW00014764
2002-01-01T00:00:00,FZF4,-9.4,"0,1103",GHCND:USW00014764
2002-01-01T00:00:00,FZF5,0,"0,0520",GHCND:USW00014764
2002-01-01T00:00:00,FZF6,-2.2,"0,0427",GHCND:USW00014764
2002-01-01T00:00:00,FZF7,-5.6,"0,0407",GHCND:USW00014764
2002-01-01T00:00:00,FZF8,-7.2,"0,0323",GHCND:USW00014764
2002-01-01T00:00:00,FZF9,-9.4,"0,0322",GHCND:USW00014764
2002-01-01T00:00:00,HDSD,3607.4,4,GHCND:USW00014764
2002-01-01T00:00:00,HTDD,3607.4,0,GHCND:USW00014764
2002-01-01T00:00:00,PRCP,1124.6," ,0",GHCND:USW00014764
2002-01-01T00:00:00,SNOW,1249," ,0",GHCND:USW00014764
2002-01-01T00:00:00,TAVG,8.43,0,GHCND:USW00014764
2002-01-01T00:00:00,TMAX,13.51,0,GHCND:USW00014764
2002-01-01T00:00:00,TMIN,3.36,0,GHCND:USW00014764
2002-01-01T00:00:00,WDF2,30,X,GHCND:USW00014764
2002-01-01T00:00:00,WDF5,30,X,GHCND:USW00014764
2002-01-01T00:00:00,WSF2,19.7,X,GHCND:USW00014764
2002-01-01T00:00:00,WSF5,23.2,X,GHCND:USW00014764
2003-01-01T00:00:00,AWND,3.2,X,GHCND:USW00014764
2003-01-01T00:00:00,CDSD,193,,GHCND:USW00014764
2003-01-01T00:00:00,CLDD,193,0,GHCND:USW00014764
2003-01-01T00:00:00,DP01,128,0,GHCND:USW00014764
2003-01-01T00:00:00,DP10,80,0,GHCND:USW00014764
2003-01-01T00:00:00,DP1X,6,0,GHCND:USW00014764
2003-01-01T00:00:00,DSND,92,,GHCND:USW00014764
2003-01-01T00:00:00,DSNW,21,0,GHCND:USW00014764
2003-01-01T00:00:00,DT00,18,0,GHCND:USW00014764
2003-01-01T00:00:00,DT32,149,0,GHCND:USW00014764
2003-01-01T00:00:00,DX32,62,0,GHCND:USW00014764
2003-01-01T00:00:00,DX70,102,0,GHCND:USW00014764
2003-01-01T00:00:00,DX90,2,0,GHCND:USW00014764
2003-01-01T00:00:00,DYFG,193, ,GHCND:USW00014764
2003-01-01T00:00:00,DYHF,52, ,GHCND:USW00014764
2003-01-01T00:00:00,DYTS,6, ,GHCND:USW00014764
2003-01-01T00:00:00,EMNT,-27.2,"0,0214, ",GHCND:USW00014764
2003-01-01T00:00:00,EMSD,356," ,0,0219, ",GHCND:USW00014764
2003-01-01T00:00:00,EMSN,224," ,0,0104, ",GHCND:USW00014764
2003-01-01T00:00:00,EMXP,41.4," ,0,1015, ",GHCND:USW00014764
2003-01-01T00:00:00,EMXT,33.3,"0,0705, ",GHCND:USW00014764
2003-01-01T00:00:00,FZF0,-1.1,"0,1007",GHCND:USW00014764
2003-01-01T00:00:00,FZF1,-2.8,"0,1020",GHCND:USW00014764
2003-01-01T00:00:00,FZF2,-6.1,"0,1108",GHCND:USW00014764
2003-01-01T00:00:00,FZF3,-7.2,"0,1109",GHCND:USW00014764
2003-01-01T00:00:00,FZF4,-10,"0,1202",GHCND:USW00014764
2003-01-01T00:00:00,FZF5,0,"0,0504",GHCND:USW00014764
2003-01-01T00:00:00,FZF6,-6.1,"0,0418",GHCND:USW00014764
2003-01-01T00:00:00,FZF7,-6.1,"0,0418",GHCND:USW00014764
2003-01-01T00:00:00,FZF8,-7.2,"0,0407",GHCND:USW00014764
2003-01-01T00:00:00,FZF9,-8.9,"0,0316",GHCND:USW00014764
2003-01-01T00:00:00,HDSD,4317.6,6,GHCND:USW00014764
2003-01-01T00:00:00,HTDD,4317.6,0,GHCND:USW00014764
2003-01-01T00:00:00,PRCP,971.5," ,0",GHCND:USW00014764
2003-01-01T00:00:00,SNOW,1686," ,0",GHCND:USW00014764
2003-01-01T00:00:00,TAVG,7.31,0,GHCND:USW00014764
2003-01-01T00:00:00,TMAX,12.25,0,GHCND:USW00014764
2003-01-01T00:00:00,TMIN,2.36,0,GHCND:USW00014764
2003-01-01T00:00:00,WDF2,320,X,GHCND:USW00014764
2003-01-01T00:00:00,WDF5,240,X,GHCND:USW00014764
2003-01-01T00:00:00,WSF2,16.5,X,GHCND:USW00014764
2003-01-01T00:00:00,WSF5,21.5,X,GHCND:USW00014764
2004-01-01T00:00:00,AWND,3.4,X,GHCND:USW00014764
2004-01-01T00:00:00,CDSD,129,,GHCND:USW00014764
2004-01-01T00:00:00,CLDD,129,0,GHCND:USW00014764
2004-01-01T00:00:00,DP01,121,0,GHCND:USW00014764
2004-01-01T00:00:00,DP10,71,0,GHCND:USW00014764
2004-01-01T00:00:00,DP1X,13,0,GHCND:USW00014764
2004-01-01T00:00:00,DSND,44,,GHCND:USW00014764
2004-01-01T00:00:00,DSNW,14,0,GHCND:USW00014764
2004-01-01T00:00:00,DT00,13,0,GHCND:USW00014764
2004-01-01T00:00:00,DT32,148,0,GHCND:USW00014764
2004-01-01T00:00:00,DX32,44,0,GHCND:USW00014764
2004-01-01T00:00:00,DX70,101,0,GHCND:USW00014764
2004-01-01T00:00:00,DX90,1,0,GHCND:USW00014764
2004-01-01T00:00:00,DYFG,173, ,GHCND:USW00014764
2004-01-01T00:00:00,DYHF,43, ,GHCND:USW00014764
2004-01-01T00:00:00,DYTS,16, ,GHCND:USW00014764
2004-01-01T00:00:00,EMNT,-23.9,"0,0116,+",GHCND:USW00014764
2004-01-01T00:00:00,EMSD,127," ,0,0223,+",GHCND:USW00014764
2004-01-01T00:00:00,EMSN,107," ,0,0206, ",GHCND:USW00014764
2004-01-01T00:00:00,EMXP,61.2," ,0,0402, ",GHCND:USW00014764
2004-01-01T00:00:00,EMXT,33.3,"0,0609, ",GHCND:USW00014764
2004-01-01T00:00:00,FZF0,0,"0,1005",GHCND:USW00014764
2004-01-01T00:00:00,FZF1,-4.4,"0,1104",GHCND:USW00014764
2004-01-01T00:00:00,FZF2,-4.4,"0,1104",GHCND:USW00014764
2004-01-01T00:00:00,FZF3,-7.8,"0,1110",GHCND:USW00014764
2004-01-01T00:00:00,FZF4,-9.4,"0,1206",GHCND:USW00014764
2004-01-01T00:00:00,FZF5,-0.6,"0,0429",GHCND:USW00014764
2004-01-01T00:00:00,FZF6,-2.8,"0,0417",GHCND:USW00014764
2004-01-01T00:00:00,FZF7,-5,"0,0324",GHCND:USW00014764
2004-01-01T00:00:00,FZF8,-10.6,"0,0323",GHCND:USW00014764
2004-01-01T00:00:00,FZF9,-10.6,"0,0323",GHCND:USW00014764
2004-01-01T00:00:00,HDSD,4022.4,4,GHCND:USW00014764
2004-01-01T00:00:00,HTDD,4022.4,0,GHCND:USW00014764
2004-01-01T00:00:00,PRCP,1047.6," ,0",GHCND:USW00014764
2004-01-01T00:00:00,SNOW,800," ,0",GHCND:USW00014764
2004-01-01T00:00:00,TAVG,7.54,0,GHCND:USW00014764
2004-01-01T00:00:00,TMAX,12.48,0,GHCND:USW00014764
2004-01-01T00:00:00,TMIN,2.58,0,GHCND:USW00014764
2004-01-01T00:00:00,WDF2,280,X,GHCND:USW00014764
2004-01-01T00:00:00,WDF5,290,X,GHCND:USW00014764
2004-01-01T00:00:00,WSF2,17.4,X,GHCND:USW00014764
2004-01-01T00:00:00,WSF5,23.2,X,GHCND:USW00014764
2005-01-01T00:00:00,AWND,3.5,X,GHCND:USW00014764
2005-01-01T00:00:00,CDSD,258.4,,GHCND:USW00014764
2005-01-01T00:00:00,CLDD,258.4,0,GHCND:USW00014764
2005-01-01T00:00:00,DP01,142,0,GHCND:USW00014764
2005-01-01T00:00:00,DP10,93,0,GHCND:USW00014764
2005-01-01T00:00:00,DP1X,19,0,GHCND:USW00014764
2005-01-01T00:00:00,DSND,99,,GHCND:USW00014764
2005-01-01T00:00:00,DSNW,23,0,GHCND:USW00014764
2005-01-01T00:00:00,DT00,7,0,GHCND:USW00014764
2005-01-01T00:00:00,DT32,148,0,GHCND:USW00014764
2005-01-01T00:00:00,DX32,50,0,GHCND:USW00014764
2005-01-01T00:00:00,DX70,105,0,GHCND:USW00014764
2005-01-01T00:00:00,DX90,4,0,GHCND:USW00014764
2005-01-01T00:00:00,DYFG,190, ,GHCND:USW00014764
2005-01-01T00:00:00,DYHF,46, ,GHCND:USW00014764
2005-01-01T00:00:00,DYTS,19, ,GHCND:USW00014764
2005-01-01T00:00:00,EMNT,-25,"0,0122, ",GHCND:USW00014764
2005-01-01T00:00:00,EMSD,711," ,0,0313, ",GHCND:USW00014764
2005-01-01T00:00:00,EMSN,353," ,0,1209, ",GHCND:USW00014764
2005-01-01T00:00:00,EMXP,112.5," ,0,1008, ",GHCND:USW00014764
2005-01-01T00:00:00,EMXT,34.4,"0,0625, ",GHCND:USW00014764
2005-01-01T00:00:00,FZF0,-1.1,"0,1021",GHCND:USW00014764
2005-01-01T00:00:00,FZF1,-2.2,"0,1022",GHCND:USW00014764
2005-01-01T00:00:00,FZF2,-6.1,"0,1112",GHCND:USW00014764
2005-01-01T00:00:00,FZF3,-7.2,"0,1124",GHCND:USW00014764
2005-01-01T00:00:00,FZF4,-11.1,"0,1207",GHCND:USW00014764
2005-01-01T00:00:00,FZF5,0,"0,0504",GHCND:USW00014764
